,ZONE,AISLE,BAY,LVL,LOCATION,LOCATION_TYPE,PERM / TEMP,LOC WIDTH,LOC LENGTH,LOC HEIGHT,CURR MIN,CURR MAX,SKU,DESCRIPTION,UNIT HEIGHT,UNIT WIDTH,UNIT LENGTH,UNIT WEIGHT,UNIT VOLUME,PACK FLAG,DAILY UNITS,DAILY CUBIC VELOCITY,DAILY HITS,WAVE TASK (4 WEEKS),LEAN TASK (4 WEEKS),TOTAL TASK (4 WEEKS),WEEK 1 UNITS (NEWEST),WEEK 2 UNITS,WEEK 3 UNITS,WEEK 4 UNITS (OLDEST),WEEKLY AVERAGE,ON-HAND INVENTORY,Weight > 35,LV,IV,DS
3747,CP1,1,112,A,CP1-001-112-A08,Pick Mod - Bin,P,6.0,24.0,18.0,20.0,170.0,212261.0,1G WHT NYL MIDWAY OUTLET WALLPLT,6.4,4.35,0.55,0.04,15.312,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,443,No,2592.0,2603.04,-11.039999999999964
3751,CP1,1,112,C,CP1-001-112-C04,Pick Mod - Bin,P,12.0,24.0,18.0,1.0,10.0,795261.0,"E/O 6"" HALO LED REMODEL HOUSING",7.0,7.5,10.5,2.0,551.25,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,8,No,5184.0,5512.5,-328.5
3770,CP1,1,113,D,CP1-001-113-D03,Pick Mod - Carton Flow,P,21.0,100.0,14.5,24.0,72.0,778990.0,"24""X36""X1"" WASHABLE FILTER FPP",1.0,24.0,36.0,1.2,864.0,,1.0,864.0,0.08,0,0,0,24,0,0,0,6.0,25,No,30450.0,62208.0,-31758.0
3808,CP1,1,117,C,CP1-001-117-C05,Pick Mod - Carton Flow,P,31.5,100.0,14.5,5.0,15.0,1002333482.0,18-VOLT LXT LITHIUM-ION CORDLESS HED,10.0,38.5,9.5,12.8,3657.5,,0.0,0.0,0.0,0,1,1,0,0,0,0,0.0,2,No,45675.0,54862.5,-9187.5
3814,CP1,1,118,A,CP1-001-118-A01,Pick Mod - Bin,P,24.0,24.0,18.0,3.0,6.0,1002940441.0,HANDYMAN 16 IN. TOOL BELT SET 3-PIEC,12.0,12.5,19.5,4.0,2925.0,,0.04,121.88,0.04,0,0,0,1,0,0,0,0.25,2,No,10368.0,17550.0,-7182.0
3848,CP1,1,120,C,CP1-001-120-C04,Pick Mod - Bin,P,12.0,24.0,18.0,20.0,48.0,963121.0,NEW WORK 3G 56.5CU FIBERGLASS,3.6,6.0,5.7,0.81,123.12,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,24,No,5184.0,5909.76,-725.7600000000002
3882,CP1,1,123,D,CP1-001-123-D01,Pick Mod - Carton Flow,P,21.0,100.0,14.5,5.0,30.0,1004654904.0,RIDGID PRO HOSE,4.25,15.75,15.875,3.8,1062.6328,,0.08,88.55,0.08,0,0,0,2,0,0,0,0.5,71,No,30450.0,31878.984000000004,-1428.984000000004
3884,CP1,1,123,D,CP1-001-123-D05,Pick Mod - Carton Flow,P,31.5,100.0,14.5,1.0,20.0,1003364143.0,DW 20VOLT 21-DEG FRAMING NAILER,8.5,17.62,17.93,14.66,2685.3761,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,31,No,45675.0,53707.522,-8032.521999999997
3910,CP1,1,125,D,CP1-001-125-D01,Pick Mod - Carton Flow,P,21.0,100.0,14.5,5.0,35.0,413850.0,RAISED BED GARDEN DRIP KIT,16.1,15.85,4.4,4.51,1122.814,,0.04,46.78,0.04,0,1,1,1,0,0,0,0.25,28,No,30450.0,39298.490000000005,-8848.490000000005
3931,CP1,1,127,D,CP1-001-127-D01,Pick Mod - Carton Flow,P,21.0,100.0,14.5,20.0,60.0,715499.0,"MULTI-PURP 16""X48"" ROLL INSUL 5.3SF",6.57,5.74,18.07,0.58,681.4522,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,40,No,30450.0,40887.132,-10437.131999999998
3947,CP1,1,201,A,CP1-001-201-A02,Pick Mod - Bin,P,6.0,24.0,18.0,15.0,40.0,1005226558.0,"5/8"" X 5-IN PARAWEDGE (10-PK)",6.5,4.875,5.0,5.125,158.4375,,0.0,0.0,0.0,0,1,1,0,0,0,0,0.0,2,No,2592.0,6337.5,-3745.5
3949,CP1,1,201,A,CP1-001-201-A04,Pick Mod - Bin,P,6.0,24.0,18.0,20.0,60.0,286336.0,"EMT 1-HOLE STRAP 1/2"" PK100",3.7,4.35,3.5,1.65,56.3325,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,2592.0,3379.9500000000003,-787.9500000000003
3954,CP1,1,201,A,CP1-001-201-A09,Pick Mod - Bin,P,6.0,24.0,18.0,20.0,60.0,1005285476.0,"1/4"" X 2-1/4-IN PARAWEDGE(25-PK)",2.25,4.875,5.0,1.088,54.8437,,0.0,0.0,0.0,0,1,1,0,0,0,0,0.0,6,No,2592.0,3290.622,-698.6219999999998
3981,CP1,1,201,C,CP1-001-201-C04,Pick Mod - Bin,P,6.0,24.0,18.0,20.0,100.0,1001403069.0,"EMT COMP COUPLING 3/4"" STEEL PK20",6.05,3.55,6.55,4.13,140.6776,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,8,No,2592.0,14067.760000000002,-11475.760000000002
3986,CP1,1,201,C,CP1-001-201-C09,Pick Mod - Bin,P,6.0,24.0,18.0,4.0,40.0,1001403064.0,"NM PLSTC CONN 3/8"" FITS 1/2"" KO PK35",6.0,6.5,3.55,1.01,138.45,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4,No,2592.0,5538.0,-2946.0
4015,CP1,1,203,A,CP1-001-203-A07,Pick Mod - Bin,P,6.0,24.0,18.0,20.0,60.0,1005226547.0,"1/2"" X 3-3/4-IN PARAWEDGE(10-PK)",2.25,4.88,4.73,2.35,51.9354,,0.0,0.0,0.0,0,1,1,0,0,0,0,0.0,6,No,2592.0,3116.1240000000003,-524.1240000000003
4026,CP1,1,203,B,CP1-001-203-B02,Pick Mod - Bin,P,6.0,24.0,18.0,25.0,75.0,853884.0,"EMT SETSCREW COUP 3/4"" STEEL PK25",6.05,6.6,3.55,2.8,141.7515,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4,No,2592.0,10631.3625,-8039.362499999999
4031,CP1,1,203,B,CP1-001-203-B07,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,25.0,166696.0,BREAKER SIE 20A 2-P 240V CAFCI,6.5,6.7,2.4,0.76,104.52,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,1,No,2592.0,2613.0,-21.0
4049,CP1,1,203,C,CP1-001-203-C09,Pick Mod - Bin,P,6.0,24.0,18.0,2.0,6.0,1005742690.0,"PORTABLE POWER STATION EXPLORER 290,",10.7,6.2,10.3,8.6,683.302,,0.04,28.47,0.04,0,0,0,1,0,0,0,0.25,1,No,2592.0,4099.812,-1507.812
4129,CP1,1,205,D,CP1-001-205-D09,Pick Mod - Bin,P,6.0,24.0,18.0,6.0,42.0,980816.0,"LEDGERLOK 3 5/8"" SCREW-50 PK",3.0,6.5,3.66,2.75,71.37,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,2592.0,2997.54,-405.53999999999996
4137,CP1,1,207,A,CP1-001-207-A01,Pick Mod - Bin,P,6.0,24.0,18.0,6.0,24.0,573012.0,LIBMAN HOUSEHOLD BUCKET,10.0,11.25,15.0,0.85,1687.5,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,24,No,2592.0,40500.0,-37908.0
4153,CP1,1,207,B,CP1-001-207-B01,Pick Mod - Bin,P,6.0,24.0,18.0,4.0,12.0,1002762471.0,TOTAL ALKALINITY INCREASER 16 LB,11.9,10.6,7.85,16.15,990.199,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,9,No,2592.0,11882.387999999999,-9290.387999999999
4183,CP1,1,207,C,CP1-001-207-C15,Pick Mod - Bin,P,6.0,24.0,18.0,12.0,48.0,1002969165.0,RB 52SA ADJ ROTR STNLESS STEEL,7.5,3.0,2.5,0.71,56.25,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,12,No,2592.0,2700.0,-108.0
4185,CP1,1,207,D,CP1-001-207-D01,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,6.0,1005060996.0,"TOILET BRUSH, PLUNGER AND CADDY",21.2,9.4,8.5,1.35,1693.88,,0.42,705.78,0.42,1,0,1,0,8,2,0,2.5,5,No,2592.0,10163.28,-7571.280000000001
4211,CP1,1,209,B,CP1-001-209-B01,Pick Mod - Bin,P,6.0,24.0,18.0,4.0,8.0,409089.0,A&H POWDER OXI 264OZ,11.75,10.3,10.3,17.95,1246.5575,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,41,No,2592.0,9972.46,-7380.459999999999
4293,CP1,1,211,C,CP1-001-211-C11,Pick Mod - Bin,P,6.0,24.0,18.0,96.0,421.0,1000016896.0,"5-1/16""(128MM)STRTFD BAR PULL SS",0.7,2.35,6.15,0.21,10.1167,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,84,No,2592.0,4259.1307,-1667.1306999999997
4298,CP1,1,211,C,CP1-001-211-C16,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,75.0,998538.0,"LAZY SUSAN 6"" TURNTABLE",0.9,8.6,7.0,0.56,54.18,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,35,No,2592.0,4063.5,-1471.5
4338,CP1,1,212,D,CP1-001-212-D12,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,27.0,1002765616.0,HUSKY 2' IN-LINE GFCI W/ POWER BLOCK,9.5,10.0,8.5,8.87,807.5,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,2592.0,21802.5,-19210.5
4361,CP1,1,213,C,CP1-001-213-C11,Pick Mod - Bin,P,6.0,24.0,18.0,10.0,20.0,365617.0,"3-1/2"" ELECTRICIAN'S CARRYING CASE",13.8,5.2,2.45,0.31,175.812,,0.0,0.0,0.0,0,1,1,0,0,0,0,0.0,14,No,2592.0,3516.2400000000002,-924.2400000000002
4368,CP1,1,213,D,CP1-001-213-D04,Pick Mod - Bin,P,18.0,24.0,18.0,2.0,4.0,891800.0,WM-WALL MAILSAFE LOCKABLE-BLK,13.7,16.7,8.7,9.34,1990.473,,0.0,0.0,0.0,0,1,1,0,0,0,0,0.0,27,No,7776.0,7961.892,-185.89199999999983
4383,CP1,1,214,A,CP1-001-214-A16,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,75.0,238072.0,SHRUB BUBBLER FULL PAT RB,9.0,4.0,1.05,0.03,37.8,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,25,No,2592.0,2835.0,-243.0
4390,CP1,1,214,B,CP1-001-214-B16,Pick Mod - Bin,P,6.0,24.0,18.0,4.0,48.0,408338.0,"1-3/8"" HARMON KNOB VB 10PK",8.0,4.95,2.1,1.15,83.16,,0.17,13.86,0.04,0,0,0,4,0,0,0,1.0,12,No,2592.0,3991.68,-1399.6799999999998
4394,CP1,1,214,C,CP1-001-214-C09,Pick Mod - Bin,P,12.0,24.0,18.0,1.0,6.0,1006819035.0,1/4 IN. X 800 FT. TUBING WITH BUCKET,14.9,12.0,12.0,8.0,2145.6,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,1,No,5184.0,12873.599999999999,-7689.5999999999985
4396,CP1,1,214,C,CP1-001-214-C12,Pick Mod - Bin,P,6.0,24.0,18.0,30.0,80.0,178211.0,"HOM/QO A HUB 2""",6.75,5.1,1.0,0.2,34.425,,0.0,0.0,0.0,0,1,1,0,0,0,0,0.0,68,No,2592.0,2754.0,-162.0
4401,CP1,1,214,D,CP1-001-214-D01,Pick Mod - Bin,P,18.0,24.0,18.0,6.0,18.0,390814.0,HDX TERRY TOWELS 20PK,3.6,9.5,15.2,2.4,519.84,,0.04,21.66,0.04,0,1,1,1,0,0,0,0.25,178,No,7776.0,9357.12,-1581.1200000000008
4457,CP1,1,216,B,CP1-001-216-B15,Pick Mod - Bin,P,6.0,24.0,18.0,4.0,60.0,1005510024.0,3 IN. (76MM) FLAT BLACK BAR DRAWER P,5.85,4.7,1.75,1.24,48.1162,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,1,No,2592.0,2886.9719999999998,-294.97199999999975
4468,CP1,1,216,C,CP1-001-216-C16,Pick Mod - Bin,P,6.0,24.0,18.0,12.0,400.0,407645.0,"1-3/8"" HARMON ROUND KNOB FB",0.5,3.0,5.0,0.13,7.5,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,120,No,2592.0,3000.0,-408.0
4479,CP1,1,217,A,CP1-001-217-A01,Pick Mod - Bin,P,36.0,24.0,18.0,6.0,24.0,1003989736.0,15 QT ROUGHNECK BUCKET - ROYAL BLUE,9.35,11.7,14.45,1.52,1580.7577,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,12,No,15552.0,37938.1848,-22386.184800000003
4507,CP1,1,217,D,CP1-001-217-D09,Pick Mod - Bin,P,18.0,24.0,18.0,2.0,60.0,1002159262.0,SLIME 128OZ GARDEN TIRE SEALANT,10.7,7.65,5.35,9.84,437.9242,,0.0,0.0,0.0,0,1,1,0,0,0,0,0.0,2,No,7776.0,26275.451999999997,-18499.451999999997
4519,CP1,1,218,C,CP1-001-218-C05,Pick Mod - Bin,P,12.0,24.0,18.0,6.0,12.0,1005063825.0,BHYVE XR SMART WIFI 16-ZONE CONTRLLR,11.3,9.6,4.2,3.86,455.616,,0.04,18.98,0.04,0,0,0,1,0,0,0,0.25,0,No,5184.0,5467.392,-283.3919999999998
4555,CP1,1,220,C,CP1-001-220-C01,Pick Mod - Bin,P,24.0,24.0,18.0,20.0,160.0,731837.0,"3""(76MM)BAR PULL STAINLESS 4PK",7.95,4.95,1.65,1.38,64.9316,,7.46,484.28,0.96,0,0,0,111,19,40,0,42.5,207,No,10368.0,10389.056,-21.056000000000495
4558,CP1,1,220,C,CP1-001-220-C09,Pick Mod - Bin,P,12.0,24.0,18.0,5.0,23.0,1005144544.0,LARGE/EXTRA LARGE RED FITTED HAT,5.3,10.3,7.95,0.2,433.9905,,0.0,0.0,0.0,0,1,1,0,0,0,0,0.0,23,No,5184.0,9981.7815,-4797.781499999999
4585,CP1,1,221,B,CP1-001-221-B13,Pick Mod - Bin,P,6.0,24.0,18.0,12.0,50.0,1003907171.0,LARGE RED NITRILE DIPPED WORK GLOVES,4.1,8.75,10.55,1.39,378.4812,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,2592.0,18924.06,-16332.060000000001
4587,CP1,1,221,B,CP1-001-221-B15,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,172.0,518506.0,7/8X17' V-SEAL W/S-WH,1.4,5.35,4.55,0.12,34.0795,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,16,No,2592.0,5861.674000000001,-3269.674000000001
4718,CP1,1,225,B,CP1-001-225-B01,Pick Mod - Bin,P,48.0,24.0,18.0,12.0,32.0,1000026160.0,A&H BAKING SODA 12LBS,14.0,7.25,7.6,12.66,771.4,,0.46,353.56,0.17,0,0,0,11,0,0,0,2.75,11,No,20736.0,24684.8,-3948.7999999999993
4723,CP1,1,225,B,CP1-001-225-B16,Pick Mod - Bin,P,6.0,24.0,18.0,12.0,45.0,1005847858.0,15-IN-1 MULTI-BIT RATCHETING SCREWDR,13.0,3.5,1.5,0.7,68.25,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,30,No,2592.0,3071.25,-479.25
4752,CP1,1,226,B,CP1-001-226-B09,Pick Mod - Bin,P,12.0,24.0,18.0,2.0,4.0,1001595684.0,12 IN. X 12 IN. MESH CATCH BASIN FIL,11.75,11.65,11.65,0.398,1594.7393,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4,No,5184.0,6378.9572,-1194.9571999999998
4759,CP1,1,226,C,CP1-001-226-C05,Pick Mod - Bin,P,12.0,24.0,18.0,12.0,30.0,1002823047.0,CUSTOM LATITUDE MATTE BLACK CENTURY,4.75,6.125,7.375,2.4128,214.5664,,0.0,0.0,0.0,0,1,1,0,0,0,0,0.0,21,No,5184.0,6436.991999999999,-1252.9919999999993
4793,CP1,1,227,C,CP1-001-227-C05,Pick Mod - Bin,P,12.0,24.0,18.0,10.0,50.0,1000017876.0,"REPL. FILTER, ""R"" TRUE HEPA",1.7,7.0,12.0,0.45,142.8,,4.88,696.15,1.88,0,0,0,93,3,0,0,24.0,0,No,5184.0,7140.000000000001,-1956.000000000001
4835,CP1,1,229,D,CP1-001-229-D01,Pick Mod - Bin,P,18.0,24.0,18.0,4.0,8.0,1005010497.0,AUTOMATIC MICRO SPRAYER WATERING KIT,4.0,16.0,16.0,4.8,1024.0,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,2,No,7776.0,8192.0,-416.0
4895,CP1,1,231,C,CP1-001-231-C14,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,15.0,1004950687.0,MEN'S X-LARGE BLACK HEAVY DUTY COTTO,9.5,8.35,2.85,1.01,226.0762,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,62,No,2592.0,3391.143,-799.143
4916,CP1,1,232,B,CP1-001-232-B09,Pick Mod - Bin,P,12.0,24.0,18.0,4.0,36.0,1000941704.0,43000 SERIES RANGE HOOD NON-DUCTED R,11.3,1.8,11.7,0.25,237.978,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,11,No,5184.0,8567.208,-3383.2080000000005
4941,CP1,1,232,D,CP1-001-232-D16,Pick Mod - Bin,P,6.0,24.0,18.0,10.0,120.0,1005442784.0,3X6 CARRARA CRAFTED-15.6S,6.4,7.25,15.8,33.56,733.12,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,264,No,2592.0,87974.4,-85382.4
5044,CP1,1,236,A,CP1-001-236-A07,Pick Mod - Bin,P,12.0,24.0,18.0,5.0,75.0,1004647455.0,1/2 IN. X 3/4 IN. X 120 IN. PVC INSI,8.0,10.0,1.0,0.8,80.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,104,No,5184.0,6000.0,-816.0
5059,CP1,1,236,C,CP1-001-236-C07,Pick Mod - Bin,P,12.0,24.0,18.0,6.0,20.0,1003278921.0,HDX RODEN REPEL TRASH BAGS 33G 40CT,10.15,5.71,5.45,4.66,315.8629,,0.0,0.0,0.0,0,1,1,0,0,0,0,0.0,4,No,5184.0,6317.258000000001,-1133.2580000000007
5079,CP1,1,237,A,CP1-001-237-A09,Pick Mod - Bin,P,24.0,24.0,18.0,2.0,20.0,328108.0,RAINPROOF SCREW COVER BOX 10X10X4,5.49,11.05,10.83,8.68,656.9965,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,1,No,10368.0,13139.93,-2771.9300000000003
5101,CP1,1,237,D,CP1-001-237-D01,Pick Mod - Bin,P,18.0,24.0,18.0,12.0,24.0,164502.0,20 X 25 X 1 STD PLEATED FPR 5 PP,0.73,24.63,19.47,0.35,350.0686,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,48,No,7776.0,8401.6464,-625.6463999999996
5117,CP1,1,238,C,CP1-001-238-C05,Pick Mod - Bin,P,12.0,24.0,18.0,6.0,12.0,750447.0,"GR 6 X1-1/4"" CLTD SCRW DW TO WOOD",7.7,7.5,7.5,4.3,433.125,,0.25,108.28,0.13,0,1,1,0,6,0,0,1.5,0,No,5184.0,5197.5,-13.5
5185,CP1,1,241,B,CP1-001-241-B15,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,13.0,235113.0,SCHLAGE FLA BED/BATH AB,9.87,6.62,3.75,1.81,245.0227,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,2592.0,3185.2951,-593.2950999999998
5256,CP1,1,243,C,CP1-001-243-C05,Pick Mod - Bin,P,12.0,24.0,18.0,1.0,10.0,1001663422.0,VENTURI 1HDL TUB/SHOWER FAUCET CH,5.5,11.8,9.8,7.52,636.02,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,1,No,5184.0,6360.2,-1176.1999999999998
5265,CP1,1,243,D,CP1-001-243-D01,Pick Mod - Bin,P,18.0,24.0,18.0,10.0,200.0,1004680621.0,10 IN PLASTIC PLANTER SAUCER,1.43,10.0,10.0,0.035,143.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,50,No,7776.0,28600.0,-20824.0
5283,CP1,1,244,B,CP1-001-244-B09,Pick Mod - Bin,P,12.0,24.0,18.0,4.0,24.0,811378.0,"WB MUD PAN 12"" STAINLESS STEEL",3.55,4.3,14.25,1.27,217.5262,,0.0,0.0,0.0,0,1,1,0,0,0,0,0.0,24,No,5184.0,5220.6287999999995,-36.6287999999995
5460,CP1,1,250,C,CP1-001-250-C14,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,177.0,345339.0,ANVIL 16OZ SMTH FACE FGL CLAW HAMMER,13.0,5.2,1.3,1.48,87.88,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,2592.0,15554.759999999998,-12962.759999999998
5518,CP1,1,252,B,CP1-001-252-B14,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,654.0,971294.0,"3/8"" X 10"" HOT GALV SPIKES 50 LB",5.0,10.75,10.75,49.999,577.8125,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,2592.0,377889.375,-375297.375
5557,CP1,1,253,C,CP1-001-253-C07,Pick Mod - Bin,P,12.0,24.0,18.0,6.0,12.0,711943.0,"12"" WHITE 2-TIER RACK",12.45,4.75,10.7,1.19,632.7712,,0.5,316.39,0.13,0,0,0,0,12,0,0,3.0,4,No,5184.0,7593.2544,-2409.2544
5666,CP1,1,256,C,CP1-001-256-C16,Pick Mod - Bin,P,6.0,24.0,18.0,20.0,40.0,1004642599.0,MKE PERFORMSAFETYGLASSESTINTEDLENSES,8.46,4.13,2.6,0.13,90.8434,,0.04,3.79,0.04,0,2,2,1,0,0,0,0.25,100,No,2592.0,3633.736,-1041.7359999999999
5688,CP1,1,257,B,CP1-001-257-B14,Pick Mod - Bin,P,6.0,24.0,18.0,25.0,50.0,1004642522.0,MKE SAFETY GLASSES POLARIZEDW/GASKET,9.55,4.15,2.45,0.18,97.0996,,0.0,0.0,0.0,0,1,1,0,0,0,0,0.0,24,No,2592.0,4854.98,-2262.9799999999996
5690,CP1,1,257,B,CP1-001-257-B16,Pick Mod - Bin,P,6.0,24.0,18.0,25.0,50.0,1003945918.0,MKE M RED NITRILE-DIP CUT 1 WKGLVS,10.55,4.75,2.45,0.09,122.7756,,0.0,0.0,0.0,0,1,1,0,0,0,0,0.0,95,No,2592.0,6138.78,-3546.7799999999997
5725,CP1,1,259,A,CP1-001-259-A01,Pick Mod - Bin,P,36.0,24.0,18.0,40.0,120.0,520202.0,1# BLACK NURSERY CONTAINER,7.0,6.12,6.12,0.11,262.1808,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,80,No,15552.0,31461.695999999996,-15909.695999999996
5786,CP1,1,261,B,CP1-001-261-B16,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,24.0,1000067715.0,PRECISION SCREWDRIVER SET (6-PIECE),2.0,5.6,10.8,0.7,120.96,,0.04,5.04,0.04,0,0,0,1,0,0,0,0.25,32,No,2592.0,2903.04,-311.03999999999996
5844,CP1,1,263,A,CP1-001-263-A13,Pick Mod - Bin,P,6.0,24.0,18.0,6.0,24.0,924245.0,LEATHER PALM 3 PACK GLOVES L,10.41,6.23,2.44,1.32,158.2444,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,24,No,2592.0,3797.8656,-1205.8656
5858,CP1,1,263,C,CP1-001-263-C09,Pick Mod - Bin,P,12.0,24.0,18.0,5.0,20.0,1000341782.0,SHIPS WHEEL,2.5,12.0,12.0,0.9,360.0,,0.0,0.0,0.0,0,1,1,0,0,0,0,0.0,39,No,5184.0,7200.0,-2016.0
5863,CP1,1,263,C,CP1-001-263-C15,Pick Mod - Bin,P,6.0,24.0,18.0,10.0,60.0,1002917690.0,MKE 14 IN. BOLT CUTTERS,1.3,5.5,15.5,2.5,110.825,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,22,No,2592.0,6649.5,-4057.5
5864,CP1,1,263,C,CP1-001-263-C16,Pick Mod - Bin,P,6.0,24.0,18.0,20.0,200.0,525354.0,RB 1/2IN END CLOSURE 2PK (BIN 112),6.95,3.25,0.65,0.01,14.6818,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,229,No,2592.0,2936.36,-344.3600000000001
5867,CP1,1,263,D,CP1-001-263-D07,Pick Mod - Bin,P,6.0,24.0,18.0,12.0,24.0,1004642597.0,MKE MULTIPURPOSE VALVEDRESPIRATOR1PK,9.35,6.3,3.0,0.06,176.715,,0.0,0.0,0.0,0,1,1,0,0,0,0,0.0,12,No,2592.0,4241.16,-1649.1599999999999
5914,CP1,1,265,A,CP1-001-265-A15,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,30.0,1002826280.0,MKE 4IN. FIXED BLADE KNIFE,13.0,3.5,1.9,0.5,86.45,,0.04,3.6,0.04,0,0,0,1,0,0,0,0.25,14,No,2592.0,2593.5,-1.5
5992,CP1,1,267,C,CP1-001-267-C05,Pick Mod - Bin,P,12.0,24.0,18.0,4.0,8.0,1005720093.0,1-LIGHT BLACK MOTION SENSING DUSK TO,13.0,7.5,8.5,3.3,828.75,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,7,No,5184.0,6630.0,-1446.0
6024,CP1,1,268,D,CP1-001-268-D09,Pick Mod - Bin,P,18.0,24.0,18.0,8.0,32.0,1000029934.0,"RB MICROSPRAY ON STAKE, HALF BIN66",3.15,5.45,15.5,0.13,266.0962,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,16,No,7776.0,8515.0784,-739.0784000000003
6027,CP1,1,269,A,CP1-001-269-A09,Pick Mod - Bin,P,24.0,24.0,18.0,12.0,72.0,184268.0,EVAP COOLER WATER DISTRIBUTOR KIT,24.5,4.8,1.3,0.4,152.88,,0.0,0.0,0.0,0,1,1,0,0,0,0,0.0,12,No,10368.0,11007.36,-639.3600000000006
6070,CP1,1,270,D,CP1-001-270-D14,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,53.0,1000470284.0,8 OZ. 12 IN. TITANIUM CLAWBAR NAIL P,3.0,4.5,14.5,0.55,195.75,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,2592.0,10374.75,-7782.75
6098,CP1,1,271,D,CP1-001-271-D04,Pick Mod - Bin,P,18.0,24.0,18.0,5.0,16.0,1000644505.0,CAMELOT SATIN NICKEL ACCENT KEYPAD L,9.57,8.18,6.7,4.4,524.4934,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,7776.0,8391.8944,-615.8943999999992
6250,CP1,1,276,B,CP1-001-276-B01,Pick Mod - Bin,P,48.0,24.0,18.0,2.0,10.0,1000802057.0,MEDIA/PAD SET,36.37,4.5,24.5,6.3,4009.7925,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,2,No,20736.0,40097.925,-19361.925000000003
6340,CP1,1,280,A,CP1-001-280-A07,Pick Mod - Bin,P,12.0,24.0,18.0,5.0,33.0,163893.0,HUSKY 10 PC FILE SET,16.125,10.0,1.5,1.8,241.875,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,36,No,5184.0,7981.875,-2797.875
6347,CP1,1,280,B,CP1-001-280-B09,Pick Mod - Bin,P,12.0,24.0,18.0,12.0,250.0,1002233188.0,"128MM MANDARA PULL, CB",0.85,3.2,9.5,0.25,25.84,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,384,No,5184.0,6460.0,-1276.0
