,ZONE,AISLE,BAY,LVL,LOCATION,LOCATION_TYPE,PERM / TEMP,LOC WIDTH,LOC LENGTH,LOC HEIGHT,CURR MIN,CURR MAX,SKU,DESCRIPTION,UNIT HEIGHT,UNIT WIDTH,UNIT LENGTH,UNIT WEIGHT,UNIT VOLUME,PACK FLAG,DAILY UNITS,DAILY CUBIC VELOCITY,DAILY HITS,WAVE TASK (4 WEEKS),LEAN TASK (4 WEEKS),TOTAL TASK (4 WEEKS),WEEK 1 UNITS (NEWEST),WEEK 2 UNITS,WEEK 3 UNITS,WEEK 4 UNITS (OLDEST),WEEKLY AVERAGE,ON-HAND INVENTORY,Weight > 35,LV,IV,DS
84150,SR2,57,35,A,SR2-057-035-A01,SR - Full Pallet,P,48.0,48.0,60.0,2.0,6.0,1007472953.0,ASSEMBLED 27X34.5X24 IN. BASE CABINE,34.5,27.0,24.94,61.2,23231.61,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,139389.66,-1149.6600000000035
84151,SR2,57,35,A,SR2-057-035-A02,SR - Full Pallet,P,48.0,48.0,60.0,3.0,18.0,1002706449.0,ASSEMBLED 21X30X12 IN. WALL CABINET,30.0,21.0,12.925,34.8,8142.75,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,146569.5,-8329.5
84152,SR2,57,36,A,SR2-057-036-A01,SR - Full Pallet,P,48.0,48.0,60.0,4.0,26.0,1003897274.0,ASSEMBLED 15 IN. X 30 IN. X 12 IN. W,30.0,15.0,12.93,28.2,5818.5,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,151281.0,-13041.0
84153,SR2,57,36,A,SR2-057-036-A02,SR - Full Pallet,P,48.0,48.0,60.0,2.0,10.0,1003934031.0,ASSEMBLED 18X34.5X24 IN. BASE KITCHE,34.5,18.0,24.94,48.0,15487.74,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,154877.4,-16637.399999999994
84154,SR2,57,37,A,SR2-057-037-A01,SR - Full Pallet,P,48.0,48.0,60.0,4.0,20.0,1000794538.0,"23 IN. X 21-1/2 IN. LAUNDRY TUB, WHI",23.8,14.2,21.7,18.0,7333.732,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,146674.64,-8434.640000000014
84155,SR2,57,37,A,SR2-057-037-A02,SR - Full Pallet,P,48.0,48.0,60.0,4.0,34.0,1002148482.0,A100 ELECTRIC BIDET SEAT FOR MOUNTED,23.5,20.5,9.0,16.0,4335.75,SR,0.04,180.66,0.04,0,0,0,1,0,0,0,0.25,18,No,138240.0,147415.5,-9175.5
84158,SR2,57,39,A,SR2-057-039-A01,SR - Full Pallet,P,48.0,48.0,60.0,7.0,53.0,1003265813.0,NINJA BL770 MEGA KITCHEN SYSTEM,17.8,15.6,11.2,16.7,3110.016,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,164830.848,-26590.847999999998
84161,SR2,57,43,A,SR2-057-043-A02,SR - Full Pallet,P,48.0,48.0,60.0,5.0,26.0,1002499942.0,TOASTER OVEN B+D 8SL SS (TO3250XSB),14.4,24.7,16.4,18.4,5833.152,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,151661.952,-13421.95199999999
84162,SR2,57,44,A,SR2-057-044-A01,SR - Full Pallet,P,48.0,48.0,60.0,5.0,26.0,1003322487.0,B&D TOASTER OVEN AIR FRYER,14.1,16.4,25.1,19.25,5804.124,SR,0.29,1692.87,0.29,0,0,0,7,0,0,0,1.75,3,No,138240.0,150907.224,-12667.223999999987
84163,SR2,57,44,A,SR2-057-044-A02,SR - Full Pallet,P,48.0,48.0,60.0,7.0,34.0,1003964080.0,12.7 QT. ELECTRIC AIR FRYER OVEN WIT,17.5,15.1,16.5,24.0,4360.125,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148244.25,-10004.25
84164,SR2,57,45,A,SR2-057-045-A01,SR - Full Pallet,P,48.0,48.0,60.0,6.0,32.0,1004590043.0,7QT CERAMIC FAMILY-SIZE AIR FRYER WI,17.0,14.7,18.6,18.3,4648.14,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148740.48,-10500.48000000001
84165,SR2,57,45,A,SR2-057-045-A02,SR - Full Pallet,P,48.0,48.0,60.0,5.0,25.0,1004712211.0,MATTE BLACK DIGITAL COUNTERTOP OVEN,15.5,18.7,20.7,24.0,5999.895,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149997.375,-11757.375
84169,SR2,57,47,A,SR2-057-047-A02,SR - Full Pallet,P,48.0,48.0,60.0,5.0,31.0,501863.0,4-DRAWER SHELFTRACK KIT,21.8,16.5,13.5,24.05,4855.95,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,118,No,138240.0,150534.44999999998,-12294.449999999983
84170,SR2,57,48,A,SR2-057-048-A01,SR - Full Pallet,P,48.0,48.0,60.0,5.0,35.0,770242.0,4 DRAWER KIT - NICKEL,21.25,17.75,11.25,23.767,4243.3593,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,14,No,138240.0,148517.5755,-10277.575500000006
84171,SR2,57,48,A,SR2-057-048-A02,SR - Full Pallet,P,48.0,48.0,60.0,5.0,31.0,1000982403.0,CRATES AND PALLET - LARGE WOOD CRATE,13.25,18.75,19.5,15.44,4844.5312,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,15,No,138240.0,150180.4672,-11940.467200000014
84173,SR2,57,49,A,SR2-057-049-A02,SR - Full Pallet,P,48.0,48.0,60.0,4.0,21.0,1000982407.0,CRATES AND PALLET - MEDIUM WOOD CRAT,13.9,19.9,25.9,16.45,7164.199,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,14,No,138240.0,150448.179,-12208.179000000004
84174,SR2,57,50,A,SR2-057-050-A01,SR - Full Pallet,P,48.0,48.0,60.0,3.0,14.0,1000528210.0,8 GAL. ACTION PACKER STORAGE TOTE (4,34.75,14.937,20.437,23.75,10608.0445,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148512.623,-10272.622999999992
84175,SR2,57,50,A,SR2-057-050-A02,SR - Full Pallet,P,48.0,48.0,60.0,3.0,12.0,1002826195.0,35 GAL. ACTION PACKER STORAGE TOTE,17.75,19.0,35.5,17.5,11972.375,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,143668.5,-5428.5
84177,SR2,57,51,A,SR2-057-051-A02,SR - Full Pallet,P,48.0,48.0,60.0,3.0,28.0,1001690079.0,READY TO ASSEMBLE 28 IN. H X 28 IN.,9.5,30.63,18.31,35.0,5327.9353,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,8,Yes,138240.0,149182.1884,-10942.188400000014
84178,SR2,57,52,A,SR2-057-052-A01,SR - Full Pallet,P,48.0,48.0,60.0,3.0,28.0,1001861154.0,READY TO ASSEMBLE 28 IN. H X 28 IN.,30.75,18.5,9.5,34.0,5404.3125,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,19,No,138240.0,151320.75,-13080.75
84181,SR2,57,53,A,SR2-057-053-A02,SR - Full Pallet,P,48.0,48.0,60.0,3.0,28.0,1000071367.0,"36""X16""X72"" BLACK WIRE 5-SHELF",8.5,37.6,16.75,40.8,5353.3,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,20,Yes,138240.0,149892.4,-11652.399999999994
84182,SR2,57,54,A,SR2-057-054-A01,SR - Full Pallet,P,48.0,48.0,60.0,7.0,34.0,1002977047.0,24 IN. H X 16 IN. W X 16 IN. D ADJUS,15.16,16.93,16.93,23.15,4345.2334,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,71,No,138240.0,147737.9356,-9497.935599999997
84188,SR2,57,57,A,SR2-057-057-A01,SR - Full Pallet,P,48.0,48.0,60.0,2.0,7.0,1001358621.0,CLASSIC CL-3100 ADVANCED DIRECT DRIV,38.0,20.0,26.6,55.1,20216.0,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,24,Yes,138240.0,141512.0,-3272.0
84189,SR2,57,57,A,SR2-057-057-A02,SR - Full Pallet,P,48.0,48.0,60.0,2.0,9.0,1001358630.0,ENERGY SAVER ES-2250 ADVANCED DIRECT,38.0,21.0,20.0,43.0,15960.0,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,17,Yes,138240.0,143640.0,-5400.0
84192,SR2,57,59,A,SR2-057-059-A01,SR - Full Pallet,P,48.0,48.0,60.0,3.0,17.0,1003574689.0,5-GAL. WHITE BUCKET (10 PACK),27.3,13.2,25.0,19.7,9009.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,74,No,138240.0,153153.0,-14913.0
84194,SR2,57,60,A,SR2-057-060-A01,SR - Full Pallet,P,48.0,48.0,60.0,8.0,45.0,1003619566.0,FLEXIO 5000 HVLP PAINT SPRAYER STATI,15.0,16.4,13.5,15.7,3321.0,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,6,No,138240.0,149445.0,-11205.0
84195,SR2,57,60,A,SR2-057-060-A02,SR - Full Pallet,P,48.0,48.0,60.0,5.0,24.0,1001263425.0,GRACO PRO210ES PRO-CONNECT STAND,18.13,17.13,19.75,44.0,6133.6962,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,12,Yes,138240.0,147208.70880000002,-8968.708800000022
84196,SR2,57,61,A,SR2-057-061-A01,SR - Full Pallet,P,48.0,48.0,60.0,5.0,31.0,1001700887.0,GRACO PROX17 STAND,22.38,13.75,15.75,37.0,4846.6687,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,6,Yes,138240.0,150246.7297,-12006.729699999996
84197,SR2,57,61,A,SR2-057-061-A02,SR - Full Pallet,P,48.0,48.0,60.0,3.0,12.0,1001700896.0,GRACO PROX19 CART,31.63,17.75,21.5,52.0,12070.7987,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,10,Yes,138240.0,144849.5844,-6609.5843999999925
84198,SR2,57,62,A,SR2-057-062-A01,SR - Full Pallet,P,48.0,48.0,60.0,2.0,23.0,1001615594.0,HOM 200A 42/42 MB CSED OH/UG/SURF,38.5,21.8,7.6,64.0,6378.68,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,146709.64,-8469.640000000014
84199,SR2,57,62,A,SR2-057-062-A02,SR - Full Pallet,P,48.0,48.0,60.0,3.0,27.0,1001615596.0,HOM 200A 30/42 MB CSED OH/UG/SURF,7.5,22.0,33.5,56.0,5527.5,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,149242.5,-11002.5
84200,SR2,57,63,A,SR2-057-063-A01,SR - Full Pallet,P,48.0,48.0,60.0,4.0,29.0,113746.0,GE 200A OUTDR TRANSFR SWITCH,9.6,16.8,31.7,38.05,5112.576,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,148264.704,-10024.703999999998
84201,SR2,57,63,A,SR2-057-063-A02,SR - Full Pallet,P,48.0,48.0,60.0,7.0,50.0,1001675722.0,30-AMP 8-SPACE 10-CIRCUITS G2 MANUAL,14.2,10.7,19.6,28.3,2978.024,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148901.19999999998,-10661.199999999983
84202,SR2,57,64,A,SR2-057-064-A01,SR - Full Pallet,P,48.0,48.0,60.0,4.0,18.0,1004530463.0,22 IN. TRADESMAN PRO TOOL MASTER ROL,23.25,22.25,15.75,35.16,8147.6718,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,10,Yes,138240.0,146658.0924,-8418.092399999994
84203,SR2,57,64,A,SR2-057-064-A02,SR - Full Pallet,P,48.0,48.0,60.0,7.0,44.0,1000553721.0,"4"" HALO LED IC AIRTITE T24 NC HSN",13.1,12.4,20.9,14.56,3394.996,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149379.824,-11139.823999999993
84204,SR2,57,65,A,SR2-057-065-A01,SR - Full Pallet,P,48.0,48.0,60.0,7.0,69.0,1002651363.0,CALHOUN COLLECTION 3-LIGHT BRUSHED N,9.3,8.2,28.2,9.9,2150.532,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,11,No,138240.0,148386.708,-10146.708000000013
84205,SR2,57,65,A,SR2-057-065-A02,SR - Full Pallet,P,48.0,48.0,60.0,11.0,89.0,1003520762.0,1-LIGHT OIL RUBBED BRONZE MINI PENDA,9.75,9.25,18.5,5.63,1668.4687,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148493.7143,-10253.714299999992
84206,SR2,57,66,A,SR2-057-066-A01,SR - Full Pallet,P,48.0,48.0,60.0,8.0,56.0,1002313036.0,GIBBES STREET COLLECTION 2 -LIGHT OU,20.6,10.7,12.0,8.3,2645.04,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,18,No,138240.0,148122.24,-9882.23999999999
84207,SR2,57,66,A,SR2-057-066-A02,SR - Full Pallet,P,48.0,48.0,60.0,10.0,67.0,1002347196.0,CRITTENDEN 1-LIGHT BLACK OUTDOOR WAL,11.5,13.5,14.25,3.2,2212.3125,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148224.9375,-9984.9375
84208,SR2,57,67,A,SR2-057-067-A01,SR - Full Pallet,P,48.0,48.0,60.0,12.0,101.0,1003542258.0,JIQ1612A-3 GAS STYLE WALL LANTERN,15.5,10.2,9.3,6.2,1470.33,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148503.33,-10263.329999999987
84209,SR2,57,67,A,SR2-057-067-A02,SR - Full Pallet,P,48.0,48.0,60.0,9.0,69.0,1004062507.0,MEDIUM 2-LIGHT 14.6 IN BRONZE MOTION,17.0,12.0,10.5,4.0,2142.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,23,No,138240.0,147798.0,-9558.0
84210,SR2,57,68,A,SR2-057-068-A01,SR - Full Pallet,P,48.0,48.0,60.0,6.0,28.0,1004341003.0,BARN LIGHT LARGE 1-LIGHT BLACK OUTDO,16.0,16.5,20.4,4.5,5385.6,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,150796.80000000002,-12556.800000000017
84212,SR2,57,69,A,SR2-057-069-A01,SR - Full Pallet,P,48.0,48.0,60.0,8.0,87.0,1003608614.0,DARK CHOCOLATE SOLAR ISLAND TORCHES,7.55,12.87,17.63,6.65,1713.0806,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149038.0122,-10798.012199999997
84213,SR2,57,69,A,SR2-057-069-A02,SR - Full Pallet,P,48.0,48.0,60.0,6.0,47.0,1001827080.0,BUILDER LOW PROFILE 42 IN. INDOOR SN,10.7,14.5,20.5,20.45,3180.575,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,45,No,138240.0,149487.025,-11247.024999999994
84214,SR2,57,70,A,SR2-057-070-A01,SR - Full Pallet,P,48.0,48.0,60.0,5.0,37.0,1004757258.0,"52"" GAZEBO III LED INDOOR/OUTDOOR NI",10.71,25.59,14.57,25.15,3993.1838,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,17,No,138240.0,147747.8006,-9507.800599999988
84215,SR2,57,70,A,SR2-057-070-A02,SR - Full Pallet,P,48.0,48.0,60.0,6.0,40.0,1000060702.0,STUDIO SERIES 52 IN. ANTIQUE BRASS C,11.2,22.8,14.7,23.2,3753.792,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,40,No,138240.0,150151.68,-11911.679999999993
84216,SR2,57,71,A,SR2-057-071-A01,SR - Full Pallet,P,48.0,48.0,60.0,4.0,30.0,1000555388.0,52 IN. ITALIAN COUNTRYSIDE COCOA CEI,10.9,15.8,28.5,29.6,4908.27,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,23,No,138240.0,147248.1,-9008.100000000006
84217,SR2,57,71,A,SR2-057-071-A02,SR - Full Pallet,P,48.0,48.0,60.0,4.0,34.0,1003009457.0,"54"" CHANNING LED EB",10.0,24.41,18.11,24.0,4420.651,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,30,No,138240.0,150302.134,-12062.133999999991
84218,SR2,57,72,A,SR2-057-072-A01,SR - Full Pallet,P,48.0,48.0,60.0,5.0,34.0,1002269465.0,CHANNING 60 IN. LED INDOOR BRUSHED N,26.3,15.2,10.8,30.25,4317.408,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,146791.872,-8551.872000000003
84219,SR2,57,72,A,SR2-057-072-A02,SR - Full Pallet,P,48.0,48.0,60.0,4.0,27.0,1000502552.0,100K-150K BTU FORCED AIR PROPANE POR,27.16,11.81,17.1,24.03,5484.9891,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148094.7057,-9854.705699999991
84220,SR2,57,73,A,SR2-057-073-A01,SR - Full Pallet,P,48.0,48.0,60.0,4.0,24.0,1001610110.0,6 GAL. EVAPORATIVE HUMIDIFIER FOR 27,23.0,14.0,19.0,18.0,6118.0,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,146832.0,-8592.0
84221,SR2,57,73,A,SR2-057-073-A02,SR - Full Pallet,P,48.0,48.0,60.0,5.0,33.0,1000993698.0,"1,500-WATT STOVE STYLE FIREPLACE ELE",21.6,12.2,17.3,15.4,4558.896,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,10,No,138240.0,150443.568,-12203.568
84222,SR2,57,74,A,SR2-057-074-A01,SR - Full Pallet,P,48.0,48.0,60.0,6.0,44.0,1005481032.0,WALL MOUNT SMART GARAGE DOOR OPENER-,25.0,12.25,11.0,32.0,3368.75,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,2,No,138240.0,148225.0,-9985.0
84223,SR2,57,74,A,SR2-057-074-A02,SR - Full Pallet,P,48.0,48.0,60.0,3.0,23.0,1000005206.0,HUSKY HEAVY DUTY UTILITY CART,35.63,18.9,9.65,33.8,6498.3775,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149462.6825,-11222.682499999995
84224,SR2,57,75,A,SR2-057-075-A01,SR - Full Pallet,P,48.0,48.0,60.0,4.0,21.0,1004426598.0,HUSKY 26-04 DRAWER TOOL CHEST,18.0,14.4,27.8,37.0,7205.76,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,3,Yes,138240.0,151320.96,-13080.959999999992
84225,SR2,57,75,A,SR2-057-075-A02,SR - Full Pallet,P,48.0,48.0,60.0,12.0,103.0,548016.0,ENVIRO-LOG FIRELOGS 5 LB. 6PK,9.0,12.7,12.7,31.19,1451.61,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149515.83,-11275.829999999987
84226,SR2,57,76,A,SR2-057-076-A01,SR - Full Pallet,P,48.0,48.0,60.0,7.0,47.0,1005138587.0,RECONDITIONED 18 IN. 38CC 2-CYCLE GA,11.25,12.125,22.0,14.2,3000.9375,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,1,No,138240.0,141044.0625,-2804.0625
84227,SR2,57,76,A,SR2-057-076-A02,SR - Full Pallet,P,48.0,48.0,60.0,4.0,15.0,717096.0,"22"" CLAY HEAVY RIMMED POT",19.0,22.6,22.6,58.05,9704.44,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,145566.6,-7326.600000000006
84228,SR2,57,77,A,SR2-057-077-A01,SR - Full Pallet,P,48.0,48.0,60.0,3.0,13.0,1000025465.0,REAL WOOD HALF BARREL - WHISKEY,16.6,26.0,26.0,18.01,11221.6,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,145880.80000000002,-7640.8000000000175
84229,SR2,57,77,A,SR2-057-077-A02,SR - Full Pallet,P,48.0,48.0,60.0,2.0,18.0,348961.0,GBAY-SHRD-DB-TP_MT-SST-33X22X7-AIO,9.13,35.625,25.0,17.32,8131.4062,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,146365.31160000002,-8125.3116000000155
84230,SR2,57,78,A,SR2-057-078-A01,SR - Full Pallet,P,48.0,48.0,60.0,2.0,18.0,755731.0,GBAY-SHRD-DB-TP_MT-SST-33X22X8,9.27,35.49,25.07,18.0147,8247.8369,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148461.0642,-10221.064199999993
84231,SR2,57,78,A,SR2-057-078-A02,SR - Full Pallet,P,48.0,48.0,60.0,2.0,15.0,1004490740.0,GBAY-DB-UV_MT-SST-33-AIO-OFST-NEW,11.73,24.41,35.62,30.6,10199.0496,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,152985.744,-14745.744000000006
84232,SR2,57,79,A,SR2-057-079-A01,SR - Full Pallet,P,48.0,48.0,60.0,4.0,26.0,1002751129.0,"UNFINISHED BCH 15""X30"" WALL CABINET",30.0,15.0,12.0,28.2,5400.0,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,140400.0,-2160.0
84235,SR2,57,80,A,SR2-057-080-A02,SR - Full Pallet,P,48.0,48.0,60.0,3.0,77.0,1000025879.0,HUSKY 36X72X18 4-SHELF RIVET UNIT,3.0,36.0,18.0,44.0,1944.0,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,10,Yes,138240.0,149688.0,-11448.0
84236,SR2,57,81,A,SR2-057-081-A01,SR - Full Pallet,P,48.0,48.0,60.0,3.0,27.0,1001298075.0,5 SHELF CHROME WIRE UNIT 36X16X72,8.67,37.49,16.93,38.5,5502.8984,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,148578.2568,-10338.256800000003
84237,SR2,57,81,A,SR2-057-081-A02,SR - Full Pallet,P,48.0,48.0,60.0,5.0,63.0,1001687374.0,OUTRIGGER SET INTERIOR BAKER,5.85,16.9,24.05,34.76,2377.7032,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149795.3016,-11555.301600000006
84238,SR2,57,82,A,SR2-057-082-A01,SR - Full Pallet,P,48.0,48.0,60.0,12.0,80.0,258725.0,USG ALL PURP JC GREEN LID PAIL 4.5 G,13.0,12.0,12.0,63.7,1872.0,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,149760.0,-11520.0
84239,SR2,57,82,A,SR2-057-082-A02,SR - Full Pallet,P,48.0,48.0,60.0,7.0,54.0,1002269802.0,"52"" HUGGER LED BN",9.8,21.97,12.91,16.1,2779.6004,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,150098.4216,-11858.421600000001
84240,SR2,57,83,A,SR2-057-083-A01,SR - Full Pallet,P,48.0,48.0,60.0,7.0,35.0,570546.0,CB-PEDESTAL COMBO ALUMINUM-BLK,15.25,18.25,15.5,23.55,4313.8437,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,20,No,138240.0,150984.5295,-12744.529500000004
84241,SR2,57,83,A,SR2-057-083-A02,SR - Full Pallet,P,48.0,48.0,60.0,6.0,28.0,1000780383.0,POST-MOUNT ROADSIDE MAILBOX,21.0,15.75,16.0,18.8,5292.0,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148176.0,-9936.0
84245,SR2,57,85,A,SR2-057-085-A02,SR - Full Pallet,P,48.0,48.0,60.0,7.0,35.0,503561.0,"4 GAL,4PHPPORTABLE WET/DRY VAC",16.4,14.8,18.5,14.1,4490.32,SR,0.04,187.1,0.04,0,0,0,1,0,0,0,0.25,0,No,138240.0,157161.19999999998,-18921.199999999983
84263,SR2,57,95,A,SR2-057-095-A02,SR - Full Pallet,P,48.0,48.0,60.0,5.0,45.0,1001168663.0,"RL6224BL 24"" BLK NON-DUCTED RNG HOOD",19.1,27.2,8.1,9.4,4208.112,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,2,No,138240.0,189365.04,-51125.04000000001
84279,SR2,57,103,A,SR2-057-103-A02,SR - Full Pallet,P,48.0,48.0,60.0,4.0,16.0,1003557715.0,EXPAND-IT SWEEPER ATTACHMENT,16.25,14.49,39.57,17.34,9317.2511,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,3,No,138240.0,149076.0176,-10836.017599999992
84281,SR2,57,104,A,SR2-057-104-A02,SR - Full Pallet,P,48.0,48.0,60.0,6.0,40.0,1000313907.0,WHISPERCEILING 290 CFM CEILING EXHAU,12.125,15.5,19.44,18.17,3653.505,SR,0.04,152.23,0.04,0,0,0,1,0,0,0,0.25,3,No,138240.0,146140.2,-7900.200000000012
84284,SR2,57,106,A,SR2-057-106-A01,SR - Full Pallet,P,48.0,48.0,60.0,4.0,20.0,1003821835.0,WEYBURN 6LT CAGED CHANDELIER DNI,22.0,17.75,17.75,9.13,6931.375,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,3,No,138240.0,138627.5,-387.5
84288,SR2,57,108,A,SR2-057-108-A01,SR - Full Pallet,P,48.0,48.0,60.0,1.0,999.0,790246.0,"13""X13"" CHIMNEY CAP - BLACK",9.35,19.35,19.55,7.3,3537.0348,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,15,No,138240.0,3533497.7652,-3395257.7652
84291,SR2,58,13,A,SR2-058-013-A02,SR - Full Pallet,P,48.0,48.0,60.0,4.0,33.0,1003211689.0,"MILWAUKEE M18 FUEL 16"" CHAINSAW",10.3,12.1,36.6,22.9,4561.458,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,40,No,138240.0,150528.114,-12288.114000000001
84293,SR2,58,14,A,SR2-058-014-A02,SR - Full Pallet,P,48.0,48.0,60.0,5.0,46.0,1004112813.0,RYOBI 40V GEN II HEDGE TRIMR TL-ONLY,8.0,10.0,40.75,8.49,3260.0,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,51,No,138240.0,149960.0,-11720.0
84296,SR2,58,16,A,SR2-058-016-A01,SR - Full Pallet,P,48.0,48.0,60.0,8.0,57.0,1004921309.0,HUSKY 1GAL SILENT AIR COMPRESSOR,11.14,16.25,14.45,29.76,2615.8112,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,11,No,138240.0,149101.2384,-10861.238400000002
84297,SR2,58,16,A,SR2-058-016-A02,SR - Full Pallet,P,48.0,48.0,60.0,6.0,26.0,1001492995.0,DW 6 GAL 165 PSI AIR COMPRESSOR,20.1,16.6,17.2,32.45,5738.952,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149212.752,-10972.752000000008
84298,SR2,58,17,A,SR2-058-017-A01,SR - Full Pallet,P,48.0,48.0,60.0,5.0,19.0,1005074890.0,PORTER CAB 150 PSI COMP 3-TOOL COMBO,18.35,20.125,20.7,44.7,7644.3806,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,59,Yes,138240.0,145243.23140000002,-7003.231400000019
84300,SR2,58,18,A,SR2-058-018-A01,SR - Full Pallet,P,48.0,48.0,60.0,5.0,23.0,428514.0,"RGD 14"" ABRASIVE CUTOFF MACHINE",18.11,15.16,23.46,48.14,6440.8866,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,13,Yes,138240.0,148140.39179999998,-9900.391799999983
